Variable Name,Submodule,Scope,File,Line
pythainlp.util.pronounce.kv,util,public,/home/runner/work/pythainlp/pythainlp/pythainlp/util/pronounce.py,14
pythainlp.util.pronounce.all_thai_words_dict,util,public,/home/runner/work/pythainlp/pythainlp/pythainlp/util/pronounce.py,15
pythainlp.util.pronounce.thai_vowel,util,public,/home/runner/work/pythainlp/pythainlp/pythainlp/util/pronounce.py,45
pythainlp.util.pronounce.thai_vowel_all,util,public,/home/runner/work/pythainlp/pythainlp/pythainlp/util/pronounce.py,51
pythainlp.util.spell_words._r1,util,private,/home/runner/work/pythainlp/pythainlp/pythainlp/util/spell_words.py,21
pythainlp.util.spell_words._r2,util,private,/home/runner/work/pythainlp/pythainlp/pythainlp/util/spell_words.py,22
pythainlp.util.spell_words.tonemarks,util,public,/home/runner/work/pythainlp/pythainlp/pythainlp/util/spell_words.py,23
pythainlp.util.spell_words.dict_vowel_ex,util,public,/home/runner/work/pythainlp/pythainlp/pythainlp/util/spell_words.py,38
pythainlp.util.spell_words.unknown,util,public,/home/runner/work/pythainlp/pythainlp/pythainlp/util/spell_words.py,40
pythainlp.util.spell_words.dict_vowel,util,public,/home/runner/work/pythainlp/pythainlp/pythainlp/util/spell_words.py,43
pythainlp.util.spell_words.unknown,util,public,/home/runner/work/pythainlp/pythainlp/pythainlp/util/spell_words.py,45
pythainlp.util.spell_words.unknown,util,public,/home/runner/work/pythainlp/pythainlp/pythainlp/util/spell_words.py,49
pythainlp.util.spell_words.unknown,util,public,/home/runner/work/pythainlp/pythainlp/pythainlp/util/spell_words.py,51
pythainlp.util.spell_words.unknown,util,public,/home/runner/work/pythainlp/pythainlp/pythainlp/util/spell_words.py,53
pythainlp.util.spell_words.unknown,util,public,/home/runner/work/pythainlp/pythainlp/pythainlp/util/spell_words.py,55
pythainlp.util.strftime.__all__,util,public,/home/runner/work/pythainlp/pythainlp/pythainlp/util/strftime.py,20
pythainlp.util.strftime._HA_TH_DIGITS,util,private,/home/runner/work/pythainlp/pythainlp/pythainlp/util/strftime.py,24
pythainlp.util.strftime._BE_AD_DIFFERENCE,util,private,/home/runner/work/pythainlp/pythainlp/pythainlp/util/strftime.py,25
pythainlp.util.strftime._NEED_L10N,util,private,/home/runner/work/pythainlp/pythainlp/pythainlp/util/strftime.py,27
pythainlp.util.strftime._EXTENSIONS,util,private,/home/runner/work/pythainlp/pythainlp/pythainlp/util/strftime.py,28
pythainlp.util.syllable.unknown,util,public,/home/runner/work/pythainlp/pythainlp/pythainlp/util/syllable.py,61
pythainlp.util.thai_lunar_date._BEGIN_DATES,util,private,/home/runner/work/pythainlp/pythainlp/pythainlp/util/thai_lunar_date.py,129
pythainlp.util.thai_lunar_date._DAYS_354,util,private,/home/runner/work/pythainlp/pythainlp/pythainlp/util/thai_lunar_date.py,188
pythainlp.util.thai_lunar_date._DAYS_355,util,private,/home/runner/work/pythainlp/pythainlp/pythainlp/util/thai_lunar_date.py,189
pythainlp.util.thai_lunar_date._DAYS_384,util,private,/home/runner/work/pythainlp/pythainlp/pythainlp/util/thai_lunar_date.py,190
pythainlp.util.time._TIME_FORMAT_WITH_SEC,util,private,/home/runner/work/pythainlp/pythainlp/pythainlp/util/time.py,19
pythainlp.util.time._TIME_FORMAT_WITHOUT_SEC,util,private,/home/runner/work/pythainlp/pythainlp/pythainlp/util/time.py,20
pythainlp.util.time._DICT_THAI_TIME,util,private,/home/runner/work/pythainlp/pythainlp/pythainlp/util/time.py,21
pythainlp.util.time._THAI_TIME_AFFIX,util,private,/home/runner/work/pythainlp/pythainlp/pythainlp/util/time.py,56
pythainlp.wangchanberta.__all__,wangchanberta,public,/home/runner/work/pythainlp/pythainlp/pythainlp/wangchanberta/__init__.py,4
pythainlp.wangchanberta.core._model_name,wangchanberta,private,/home/runner/work/pythainlp/pythainlp/pythainlp/wangchanberta/core.py,16
pythainlp.wangchanberta.core._tokenizer,wangchanberta,private,/home/runner/work/pythainlp/pythainlp/pythainlp/wangchanberta/core.py,17
pythainlp.wsd.core.unknown,wsd,public,/home/runner/work/pythainlp/pythainlp/pythainlp/wsd/core.py,19
